transaction_id,sender_id,receiver_id,amount,timestamp
TX_004798,ACC_RAND_199,ACC_RAND_427,167.36,2025-01-27 03:20:00
TX_003850,ACC_RAND_396,ACC_RAND_458,910.67,2025-01-28 00:54:00
TX_004154,ACC_RAND_223,ACC_RAND_489,431.85,2025-02-02 09:12:00
TX_000469,ACC_RAND_128,ACC_RAND_162,176.31,2025-01-28 14:44:00
TX_000158,ACC_RAND_466,ACC_RAND_91,437.24,2025-02-19 20:55:00
TX_001296,ACC_RAND_227,ACC_RAND_240,2142.73,2025-01-03 16:31:00
TX_000498,ACC_RAND_377,ACC_RAND_162,192.16,2025-02-07 05:46:00
TX_004741,ACC_RAND_356,ACC_RAND_46,191.11,2025-01-04 12:15:00
TX_002941,ACC_RAND_107,ACC_RAND_71,773.69,2025-02-01 00:18:00
TX_003457,ACC_RAND_269,ACC_RAND_333,1173.74,2025-02-20 19:40:00
TX_000374,ACC_RAND_327,ACC_RAND_329,957.49,2025-02-13 00:14:00
TX_000080,ACC_RAND_453,ACC_RAND_438,359.68,2025-03-03 06:57:00
TX_001554,ACC_RAND_109,ACC_RAND_392,1131.82,2025-02-11 04:38:00
TX_001670,ACC_RAND_327,ACC_RAND_111,710.29,2025-02-06 19:23:00
TX_002132,ACC_RAND_86,ACC_RAND_14,838.17,2025-01-17 02:31:00
TX_004440,ACC_RAND_260,ACC_RAND_29,1767.68,2025-01-31 20:29:00
TX_000466,ACC_RAND_408,ACC_RAND_224,1858.84,2025-02-01 16:20:00
TX_000249,ACC_RAND_488,ACC_MULE_6,111.87,2025-01-07 18:45:00
TX_000932,ACC_RAND_67,ACC_RAND_487,515.11,2025-02-24 13:18:00
TX_001336,ACC_RAND_48,ACC_RAND_194,873.03,2025-01-10 18:15:00
TX_004525,ACC_RAND_409,ACC_RAND_286,669.56,2025-01-31 16:46:00
TX_001339,ACC_SHELL_1,ACC_RAND_384,671.9,2025-01-22 06:23:00
TX_001407,ACC_RAND_251,ACC_RAND_435,307.95,2025-01-20 02:28:00
TX_001091,ACC_RAND_127,ACC_RAND_211,466.56,2025-02-12 19:01:00
TX_004210,ACC_RAND_318,ACC_RAND_46,701.22,2025-03-02 15:21:00
TX_000743,ACC_RAND_174,ACC_RAND_37,789.13,2025-01-11 10:17:00
TX_002324,ACC_RAND_211,ACC_RAND_205,1163.8,2025-01-21 06:43:00
TX_003602,ACC_RAND_261,ACC_RAND_330,901.77,2025-01-09 02:11:00
TX_002124,ACC_RAND_121,ACC_RAND_319,994.74,2025-02-08 23:14:00
TX_002095,ACC_RAND_174,ACC_RAND_162,380.96,2025-01-15 10:26:00
TX_000241,ACC_RAND_358,ACC_RAND_360,1209.03,2025-02-22 12:15:00
TX_002352,ACC_RAND_405,ACC_RAND_403,425.96,2025-01-28 06:48:00
TX_001371,ACC_RAND_180,ACC_RAND_426,986.02,2025-02-16 21:29:00
TX_001058,ACC_RAND_303,ACC_RAND_486,1648.58,2025-02-19 02:42:00
TX_004817,ACC_RAND_28,ACC_RAND_228,1065.68,2025-01-29 16:16:00
TX_000200,ACC_RAND_430,ACC_RAND_159,1305.2,2025-02-23 23:39:00
TX_002281,ACC_RAND_189,ACC_RAND_223,421.8,2025-01-10 16:21:00
TX_004750,ACC_MULE_2,ACC_RAND_322,1082.37,2025-02-27 20:27:00
TX_002221,ACC_RAND_396,ACC_RAND_290,734.52,2025-03-01 07:15:00
TX_004772,ACC_RAND_71,ACC_RAND_346,1325.06,2025-01-06 21:19:00
TX_002820,ACC_MULE_1,ACC_RAND_18,678.95,2025-01-30 11:09:00
TX_003151,ACC_RAND_190,ACC_RAND_62,196.07,2025-01-09 08:16:00
TX_004257,ACC_RAND_298,ACC_RAND_250,935.91,2025-01-28 03:35:00
TX_003108,ACC_RAND_325,ACC_RAND_317,881.83,2025-01-30 02:26:00
TX_001974,ACC_RAND_304,ACC_RAND_25,414.31,2025-01-23 21:01:00
TX_001376,ACC_RAND_213,ACC_MULE_11,41.39,2025-02-11 06:43:00
TX_003969,ACC_RAND_146,ACC_RAND_20,890.15,2025-01-28 15:13:00
TX_004063,ACC_RAND_132,ACC_RAND_38,699.73,2025-02-14 01:59:00
TX_004446,ACC_MULE_11,ACC_RAND_154,374.4,2025-01-17 18:15:00
TX_003558,ACC_RAND_98,ACC_RAND_273,459.27,2025-02-01 10:03:00
TX_000965,ACC_RAND_34,ACC_RAND_352,2209.27,2025-02-08 12:53:00
TX_000180,ACC_RAND_185,ACC_RAND_175,667.62,2025-01-26 03:43:00
TX_003699,ACC_RAND_61,ACC_RAND_256,931.89,2025-01-29 08:08:00
TX_003822,ACC_HERDER,ACC_RAND_277,653.96,2025-01-28 23:50:00
TX_004879,ACC_RAND_101,ACC_RAND_156,734.79,2025-01-25 15:29:00
TX_003900,ACC_SHELL_DST,ACC_RAND_448,932.7,2025-01-30 09:15:00
TX_004488,ACC_RAND_189,ACC_RAND_101,984.54,2025-02-25 03:17:00
TX_003239,ACC_RAND_29,ACC_RAND_378,1182.6,2025-01-11 02:18:00
TX_002975,ACC_RAND_75,ACC_RAND_373,812.38,2025-01-28 13:23:00
TX_003581,ACC_RAND_415,ACC_MULE_9,1311.98,2025-01-20 06:50:00
TX_002888,ACC_RAND_239,ACC_RAND_219,601.6,2025-01-01 18:11:00
TX_002576,ACC_RAND_215,ACC_RAND_96,362.5,2025-01-08 10:51:00
TX_001420,ACC_RAND_254,ACC_RAND_166,774.93,2025-02-12 06:58:00
TX_003908,ACC_RAND_495,ACC_RAND_53,1018.01,2025-02-18 12:59:00
TX_004674,ACC_RAND_374,ACC_RAND_342,964.1,2025-02-25 21:35:00
TX_004903,ACC_RAND_195,ACC_RAND_279,1221.75,2025-02-10 16:12:00
TX_001861,ACC_RAND_241,ACC_RAND_358,855.91,2025-01-12 17:53:00
TX_000009,ACC_Q,ACC_R,2138.51,2025-01-03 08:15:00
TX_002895,ACC_RAND_3,ACC_RAND_411,737.42,2025-01-07 16:05:00
TX_002848,ACC_RAND_26,ACC_RAND_70,527.1,2025-02-07 23:42:00
TX_003665,ACC_RAND_433,ACC_RAND_80,638.35,2025-02-16 22:01:00
TX_000145,ACC_RAND_217,ACC_RAND_271,481.92,2025-01-13 01:04:00
TX_002105,ACC_RAND_353,ACC_RAND_193,1114.41,2025-02-06 20:28:00
TX_003144,ACC_RAND_332,ACC_RAND_153,664.42,2025-01-15 20:11:00
TX_000842,ACC_RAND_88,ACC_RAND_409,983.09,2025-01-09 12:30:00
TX_001129,ACC_RAND_69,ACC_RAND_487,515.09,2025-01-06 04:52:00
TX_000152,ACC_MULE_5,ACC_F,771.19,2025-02-26 21:47:00
TX_003592,ACC_RAND_238,ACC_RAND_411,465.26,2025-03-02 16:30:00
TX_001053,ACC_RAND_158,ACC_RAND_166,123.62,2025-01-22 02:08:00
TX_001591,ACC_RAND_165,ACC_RAND_12,575.65,2025-03-02 22:35:00
TX_003009,ACC_RAND_156,ACC_RAND_431,632.69,2025-01-19 01:27:00
TX_002030,ACC_RAND_102,ACC_RAND_338,484.63,2025-02-05 07:34:00
TX_003419,ACC_RAND_370,ACC_RAND_148,427.15,2025-01-10 18:11:00
TX_001808,ACC_RAND_257,ACC_RAND_13,608.69,2025-01-21 16:54:00
TX_002697,ACC_RAND_92,ACC_RAND_136,1239.88,2025-02-15 13:12:00
TX_003040,ACC_RAND_336,ACC_RAND_9,707.01,2025-02-23 08:04:00
TX_000473,ACC_RAND_98,ACC_RAND_2,150.88,2025-02-07 15:33:00
TX_003290,ACC_RAND_352,ACC_RAND_212,734.53,2025-02-22 01:06:00
TX_004075,ACC_RAND_144,ACC_RAND_367,96.0,2025-01-18 14:30:00
TX_003497,ACC_RAND_398,ACC_RAND_160,1368.8,2025-02-14 06:39:00
TX_000280,ACC_RAND_469,ACC_RAND_38,148.97,2025-01-13 09:20:00
TX_001742,ACC_RAND_342,ACC_RAND_100,1083.57,2025-02-14 18:55:00
TX_004625,ACC_RAND_255,ACC_RAND_408,1172.45,2025-01-22 13:25:00
TX_002887,ACC_RAND_367,ACC_RAND_168,2840.18,2025-02-15 21:06:00
TX_001942,ACC_RAND_216,ACC_RAND_265,335.45,2025-03-01 11:33:00
TX_000101,ACC_RAND_487,ACC_RAND_75,1068.57,2025-02-06 14:45:00
TX_002805,ACC_SHELL_DST,ACC_RAND_198,840.93,2025-02-28 08:36:00
TX_003571,ACC_RAND_211,ACC_A,841.44,2025-02-07 19:01:00
TX_003685,ACC_RAND_33,ACC_RAND_68,584.39,2025-02-03 13:38:00
TX_003662,ACC_RAND_174,ACC_MULE_8,1410.53,2025-01-03 07:54:00
TX_000531,ACC_RAND_31,ACC_RAND_288,1009.65,2025-02-03 19:49:00
TX_001887,ACC_RAND_86,ACC_RAND_98,455.37,2025-03-02 23:37:00
TX_000682,ACC_RAND_74,ACC_RAND_158,724.36,2025-01-03 10:04:00
TX_003795,ACC_RAND_479,ACC_RAND_56,576.17,2025-02-07 07:05:00
TX_003945,ACC_RAND_391,ACC_RAND_343,890.2,2025-02-10 13:31:00
TX_004667,ACC_RAND_265,ACC_RAND_233,345.18,2025-02-09 19:41:00
TX_002019,ACC_RAND_296,ACC_RAND_27,446.41,2025-01-25 06:18:00
TX_001097,ACC_RAND_451,ACC_RAND_110,415.31,2025-01-25 21:13:00
TX_000830,ACC_RAND_308,ACC_RAND_228,388.14,2025-02-20 06:52:00
TX_002806,ACC_RAND_426,ACC_RAND_482,712.97,2025-02-01 10:38:00
TX_003830,ACC_RAND_323,ACC_RAND_322,287.11,2025-02-15 05:13:00
TX_004382,ACC_RAND_32,ACC_RAND_162,599.8,2025-02-23 19:00:00
TX_003892,ACC_X,ACC_RAND_454,684.41,2025-02-25 12:01:00
TX_000765,ACC_RAND_435,ACC_RAND_216,915.39,2025-01-24 20:17:00
TX_002768,ACC_RAND_334,ACC_RAND_325,28.09,2025-01-22 23:02:00
TX_004329,ACC_RAND_452,ACC_RAND_225,1216.68,2025-02-01 14:29:00
TX_003296,ACC_RAND_227,ACC_RAND_1,783.85,2025-02-05 14:55:00
TX_002195,ACC_RAND_46,ACC_RAND_220,981.17,2025-02-27 15:45:00
TX_002358,ACC_RAND_464,ACC_RAND_122,522.57,2025-01-26 08:44:00
TX_003426,ACC_RAND_109,ACC_RAND_115,1045.76,2025-02-07 10:10:00
TX_003980,ACC_RAND_249,ACC_RAND_284,875.89,2025-02-10 19:11:00
TX_000912,ACC_RAND_170,ACC_RAND_399,179.97,2025-02-20 17:45:00
TX_003146,ACC_RAND_485,ACC_RAND_375,460.9,2025-01-18 23:02:00
TX_001000,ACC_RAND_134,ACC_RAND_15,107.62,2025-01-20 11:29:00
TX_003654,ACC_RAND_395,ACC_RAND_21,339.72,2025-01-27 21:02:00
TX_002484,ACC_RAND_267,ACC_RAND_162,1009.64,2025-01-07 23:38:00
TX_004077,ACC_RAND_471,ACC_MULE_3,770.32,2025-02-21 08:34:00
TX_002371,ACC_RAND_113,ACC_RAND_159,1115.69,2025-01-31 23:15:00
TX_004839,ACC_RAND_115,ACC_RAND_490,769.8,2025-01-07 22:13:00
TX_000034,ACC_RAND_388,ACC_RAND_81,1070.49,2025-02-09 19:36:00
TX_003790,ACC_RAND_73,ACC_RAND_384,1610.83,2025-01-05 22:14:00
TX_001021,ACC_RAND_222,ACC_RAND_466,432.94,2025-01-31 07:12:00
TX_001648,ACC_RAND_132,ACC_RAND_400,1310.9,2025-02-27 18:33:00
TX_000734,ACC_RAND_495,ACC_RAND_184,694.07,2025-01-17 17:36:00
TX_004583,ACC_RAND_321,ACC_RAND_322,740.21,2025-02-15 12:07:00
TX_003275,ACC_RAND_416,ACC_RAND_494,299.66,2025-01-03 21:48:00
TX_001621,ACC_RAND_150,ACC_RAND_219,148.07,2025-02-08 20:03:00
TX_003136,ACC_RAND_269,ACC_RAND_135,1026.75,2025-01-15 06:09:00
TX_002690,ACC_RAND_454,ACC_RAND_422,347.08,2025-01-24 15:40:00
TX_002708,ACC_RAND_95,ACC_D,1263.45,2025-02-22 13:06:00
TX_000298,ACC_RAND_179,ACC_RAND_371,335.49,2025-01-13 12:15:00
TX_002340,ACC_RAND_446,ACC_A,1186.87,2025-02-17 09:18:00
TX_000654,ACC_RAND_255,ACC_RAND_281,495.7,2025-01-19 22:51:00
TX_003775,ACC_RAND_222,ACC_RAND_45,1257.66,2025-01-05 07:15:00
TX_001256,ACC_Y,ACC_RAND_121,811.69,2025-01-04 07:10:00
TX_004521,ACC_RAND_191,ACC_RAND_163,389.26,2025-02-04 08:48:00
TX_000231,ACC_RAND_499,ACC_RAND_316,409.81,2025-02-08 09:00:00
TX_003277,ACC_RAND_273,ACC_RAND_254,1062.88,2025-01-31 03:28:00
TX_003231,ACC_RAND_19,ACC_RAND_313,728.32,2025-02-03 03:37:00
TX_000692,ACC_RAND_217,ACC_RAND_423,1559.76,2025-01-10 13:11:00
TX_002755,ACC_RAND_154,ACC_RAND_112,869.99,2025-01-06 09:49:00
TX_004864,ACC_RAND_144,ACC_RAND_22,909.53,2025-02-04 07:25:00
TX_000970,ACC_RAND_446,ACC_RAND_13,899.75,2025-01-26 05:20:00
TX_000634,ACC_RAND_65,ACC_RAND_268,332.59,2025-02-26 05:33:00
TX_004093,ACC_MULE_5,ACC_RAND_47,888.35,2025-02-22 19:00:00
TX_004078,ACC_RAND_289,ACC_RAND_189,224.18,2025-01-17 13:13:00
TX_001322,ACC_RAND_353,ACC_RAND_201,1766.28,2025-01-13 10:21:00
TX_001832,ACC_RAND_465,ACC_RAND_16,473.94,2025-02-19 01:45:00
TX_002179,ACC_RAND_354,ACC_RAND_100,1529.65,2025-02-08 19:36:00
TX_001418,ACC_RAND_395,ACC_RAND_435,642.27,2025-01-03 19:40:00
TX_001783,ACC_MULE_1,ACC_MULE_12,427.47,2025-01-31 17:50:00
TX_004716,ACC_RAND_392,ACC_RAND_142,302.8,2025-01-10 09:14:00
TX_004702,ACC_RAND_455,ACC_RAND_86,265.27,2025-01-02 22:21:00
TX_004119,ACC_RAND_423,ACC_RAND_351,1135.78,2025-01-22 14:58:00
TX_001653,ACC_RAND_367,ACC_RAND_192,980.23,2025-01-20 14:34:00
TX_001484,ACC_RAND_193,ACC_RAND_146,939.67,2025-01-10 03:35:00
TX_002276,ACC_RAND_195,ACC_RAND_234,309.12,2025-01-23 21:29:00
TX_000878,ACC_RAND_406,ACC_RAND_41,761.34,2025-02-10 09:12:00
TX_003526,ACC_RAND_79,ACC_RAND_460,1044.7,2025-01-07 12:14:00
TX_002017,ACC_D,ACC_RAND_251,767.48,2025-02-14 22:21:00
TX_000427,ACC_RAND_434,ACC_RAND_387,1013.76,2025-02-01 02:25:00
TX_000627,ACC_RAND_98,ACC_RAND_47,142.17,2025-02-11 13:21:00
TX_001590,ACC_RAND_160,ACC_RAND_62,672.07,2025-02-18 13:32:00
TX_002224,ACC_RAND_179,ACC_RAND_398,2999.8,2025-01-25 07:01:00
TX_002218,ACC_RAND_330,ACC_RAND_380,913.37,2025-02-13 15:00:00
TX_004484,ACC_RAND_195,ACC_RAND_61,793.34,2025-01-29 22:34:00
TX_001486,ACC_RAND_262,ACC_RAND_267,1048.03,2025-01-26 22:05:00
TX_001740,ACC_RAND_301,ACC_RAND_55,815.63,2025-01-27 05:00:00
TX_002481,ACC_RAND_103,ACC_RAND_40,1764.35,2025-01-04 03:00:00
TX_002585,ACC_RAND_158,ACC_RAND_65,697.95,2025-01-25 08:10:00
TX_002894,ACC_RAND_130,ACC_RAND_265,844.49,2025-02-05 04:02:00
TX_000150,ACC_RAND_62,ACC_RAND_170,1067.42,2025-02-23 02:58:00
TX_000677,ACC_RAND_263,ACC_RAND_290,524.86,2025-02-19 19:32:00
TX_001262,ACC_RAND_318,ACC_RAND_464,1473.21,2025-02-01 07:53:00
TX_004918,ACC_RAND_204,ACC_RAND_373,121.76,2025-01-08 18:49:00
TX_000013,ACC_MULE_1,ACC_HERDER,115.92,2025-01-04 17:05:00
TX_001834,ACC_RAND_171,ACC_RAND_75,909.61,2025-02-28 20:57:00
TX_003249,ACC_RAND_382,ACC_RAND_158,1155.34,2025-02-04 23:25:00
TX_001492,ACC_RAND_280,ACC_RAND_150,835.98,2025-01-01 11:24:00
TX_002728,ACC_RAND_459,ACC_RAND_400,734.53,2025-02-12 13:01:00
TX_003687,ACC_RAND_335,ACC_RAND_31,344.32,2025-01-11 00:32:00
TX_001425,ACC_RAND_215,ACC_RAND_408,367.62,2025-01-11 23:00:00
TX_004606,ACC_RAND_103,ACC_RAND_222,1127.67,2025-01-29 00:19:00
TX_004596,ACC_RAND_483,ACC_RAND_271,1168.95,2025-01-11 00:55:00
TX_000732,ACC_RAND_371,ACC_RAND_110,702.37,2025-01-17 16:54:00
TX_001232,ACC_RAND_207,ACC_RAND_450,1817.81,2025-01-01 15:53:00
TX_001635,ACC_RAND_128,ACC_MULE_4,770.56,2025-01-27 19:22:00
TX_003937,ACC_RAND_226,ACC_RAND_276,830.03,2025-01-05 14:46:00
TX_001211,ACC_RAND_309,ACC_RAND_475,470.57,2025-01-08 13:57:00
TX_003269,ACC_RAND_496,ACC_RAND_418,775.38,2025-01-23 04:07:00
TX_001935,ACC_RAND_196,ACC_RAND_136,491.46,2025-01-19 13:17:00
TX_000554,ACC_RAND_495,ACC_RAND_32,823.31,2025-02-08 21:10:00
TX_000492,ACC_RAND_251,ACC_RAND_89,892.47,2025-02-10 03:03:00
TX_002963,ACC_RAND_142,ACC_RAND_200,522.7,2025-02-07 18:53:00
TX_002330,ACC_RAND_52,ACC_RAND_12,1810.27,2025-01-20 22:24:00
TX_002196,ACC_RAND_328,ACC_RAND_75,871.35,2025-02-07 04:39:00
TX_003065,ACC_RAND_235,ACC_RAND_139,482.18,2025-01-17 10:17:00
TX_000658,ACC_RAND_361,ACC_RAND_492,1204.99,2025-02-15 21:43:00
TX_002375,ACC_RAND_169,ACC_RAND_143,1021.29,2025-02-09 02:01:00
TX_002226,ACC_RAND_233,ACC_RAND_412,666.94,2025-01-14 20:26:00
TX_004265,ACC_RAND_5,ACC_RAND_248,277.37,2025-01-27 12:21:00
TX_001171,ACC_RAND_218,ACC_RAND_393,1106.13,2025-01-17 10:06:00
TX_000133,ACC_RAND_302,ACC_RAND_227,399.52,2025-02-13 02:23:00
TX_000472,ACC_RAND_406,ACC_RAND_313,1143.85,2025-01-29 04:05:00
TX_003226,ACC_RAND_105,ACC_RAND_177,963.31,2025-03-02 20:47:00
TX_001406,ACC_MULE_12,ACC_RAND_81,634.27,2025-01-12 07:12:00
TX_002877,ACC_RAND_230,ACC_RAND_342,739.66,2025-02-19 22:37:00
TX_004505,ACC_RAND_43,ACC_RAND_24,173.54,2025-02-03 07:37:00
TX_004693,ACC_RAND_91,ACC_RAND_266,1100.49,2025-01-10 15:08:00
TX_002827,ACC_RAND_289,ACC_RAND_110,387.54,2025-02-25 13:52:00
TX_000288,ACC_RAND_362,ACC_RAND_446,1076.34,2025-03-02 09:04:00
TX_001870,ACC_RAND_171,ACC_RAND_212,564.83,2025-02-10 03:21:00
TX_003115,ACC_RAND_26,ACC_RAND_421,1353.26,2025-02-22 12:14:00
TX_003626,ACC_RAND_334,ACC_RAND_234,387.23,2025-01-28 10:28:00
TX_002313,ACC_RAND_25,ACC_RAND_54,1006.51,2025-01-31 09:02:00
TX_004924,ACC_RAND_337,ACC_RAND_303,689.41,2025-02-26 13:02:00
TX_001619,ACC_RAND_444,ACC_RAND_205,219.42,2025-01-23 03:31:00
TX_000995,ACC_RAND_399,ACC_RAND_65,1115.9,2025-02-02 01:53:00
TX_001804,ACC_RAND_112,ACC_RAND_398,1846.48,2025-01-20 01:29:00
TX_002643,ACC_RAND_271,ACC_RAND_291,1116.03,2025-02-16 21:58:00
TX_004803,ACC_RAND_390,ACC_RAND_125,1546.24,2025-02-08 15:42:00
TX_003536,ACC_RAND_341,ACC_RAND_266,836.69,2025-02-03 20:09:00
TX_004832,ACC_RAND_110,ACC_RAND_434,1528.11,2025-01-19 03:01:00
TX_003912,ACC_RAND_146,ACC_RAND_238,608.76,2025-02-20 04:17:00
TX_002108,ACC_RAND_500,ACC_RAND_468,994.87,2025-01-23 00:16:00
